PRIMARY_DIAGNOSIS_TEMPLATE,STAGE_TEMPLATE,GRADE_TEMPLATE,TREATMENT_TYPE_TEMPLATE,TREATMENT_STATUS_TEMPLATE,TREATMENT_INTENT_TEMPLATE,PRIOR_TREATMENT_TEMPLATE
The primary diagnosis is PRIMARY_DIAGNOSIS.,The pathologic stage is AJCC_PATHOLOGIC_STAGE.,The tumor grade is TUMOR_GRADE.,The treatment type is TREATMENT_TYPE.,Treatment or therapy status is TREATMENT_OR_THERAPY.,The treatment intent is TREATMENT_INTENT_TYPE.,Prior treatment status is PRIOR_TREATMENT.
