PRIMARY_DIAGNOSIS_TEMPLATE,MORPHOLOGY_TEMPLATE,STAGE_TEMPLATE,T_STAGE_TEMPLATE,M_STAGE_TEMPLATE,GRADE_TEMPLATE
The primary diagnosis is PRIMARY_DIAGNOSIS.,The tumor morphology is MORPHOLOGY.,The pathologic stage is AJCC_PATHOLOGIC_STAGE.,The pathologic T stage is AJCC_PATHOLOGIC_T.,The pathologic M stage is AJCC_PATHOLOGIC_M.,The tumor grade is TUMOR_GRADE.
