AGE_TEMPLATE,SEX_TEMPLATE,PRIMARY_DIAGNOSIS_TEMPLATE,PRIMARY_SITE_TEMPLATE,LATERALITY_TEMPLATE,MORPHOLOGY_TEMPLATE,STAGE_TEMPLATE,GRADE_TEMPLATE,SMOKING_TEMPLATE,TREATMENT_TYPE_TEMPLATE,PROGRESSION_TEMPLATE
The patient is AGE years old.,The patient is SEX.,The primary diagnosis is PRIMARY_DIAGNOSIS.,The primary tumor site is PRIMARY_SITE.,The tumor laterality is LATERALITY.,The tumor morphology is MORPHOLOGY.,The pathologic stage is AJCC_PATHOLOGIC_STAGE.,The tumor grade is TUMOR_GRADE.,The tobacco smoking status is TOBACCO_SMOKING_STATUS.,The treatment type is TREATMENT_TYPE.,Progression or recurrence status is PROGRESSION_OR_RECURRENCE.
