PRIMARY_DIAGNOSIS_TEMPLATE,STAGE_TEMPLATE,GRADE_TEMPLATE
The primary diagnosis is PRIMARY_DIAGNOSIS.,The pathologic stage is AJCC_PATHOLOGIC_STAGE.,The tumor grade is TUMOR_GRADE.
