PRIMARY_DIAGNOSIS_TEMPLATE,MORPHOLOGY_TEMPLATE,GRADE_TEMPLATE
The primary diagnosis is PRIMARY_DIAGNOSIS.,The tumor morphology is MORPHOLOGY.,The tumor grade is TUMOR_GRADE.
