demographic.country_of_residence_at_enrollment,demographic.gender,demographic.race,demographic.sex_at_birth,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_clinical_m,diagnoses[].ajcc_clinical_n,diagnoses[].ajcc_clinical_stage,diagnoses[].ajcc_clinical_t,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].laterality,diagnoses[].morphology,diagnoses[].pathology_details[].prcc_type,diagnoses[].primary_diagnosis,diagnoses[].prior_malignancy,diagnoses[].prior_treatment,diagnoses[].synchronous_malignancy,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].treatment_type,exposures[].tobacco_smoking_status,follow_ups[].disease_response,follow_ups[].ecog_performance_status,follow_ups[].molecular_tests[].laboratory_test,follow_ups[].molecular_tests[].test_result,follow_ups[].other_clinical_attributes[].bmi,follow_ups[].other_clinical_attributes[].height,follow_ups[].other_clinical_attributes[].weight,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
