demographic.country_of_residence_at_enrollment,demographic.race,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_clinical_t,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].gleason_score,diagnoses[].laterality,diagnoses[].morphology,diagnoses[].pathology_details[].lymph_nodes_positive,diagnoses[].pathology_details[].lymph_nodes_tested,diagnoses[].pathology_details[].tumor_level_prostate,diagnoses[].pathology_details[].zone_of_origin_prostate,diagnoses[].primary_diagnosis,diagnoses[].primary_gleason_grade,diagnoses[].prior_malignancy,diagnoses[].prior_treatment,diagnoses[].residual_disease,diagnoses[].secondary_gleason_grade,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].treatment_type,follow_ups[].disease_response,follow_ups[].imaging_findings,follow_ups[].imaging_type,follow_ups[].molecular_tests[].test_value,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,,,,
