demographic.country_of_residence_at_enrollment,demographic.gender,demographic.race,demographic.sex_at_birth,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].icd_10_code,diagnoses[].morphology,diagnoses[].pathology_details[].circumferential_resection_margin,diagnoses[].pathology_details[].lymph_nodes_positive,diagnoses[].pathology_details[].lymph_nodes_tested,diagnoses[].pathology_details[].lymphatic_invasion_present,diagnoses[].pathology_details[].non_nodal_tumor_deposits,diagnoses[].pathology_details[].perineural_invasion_present,diagnoses[].pathology_details[].vascular_invasion_present,diagnoses[].primary_diagnosis,diagnoses[].prior_malignancy,diagnoses[].prior_treatment,diagnoses[].residual_disease,diagnoses[].site_of_resection_or_biopsy,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].therapeutic_agents,diagnoses[].treatments[].treatment_type,family_histories[].relative_with_cancer_history,follow_ups[].disease_response,follow_ups[].molecular_tests[].test_result,follow_ups[].molecular_tests[].test_value,follow_ups[].other_clinical_attributes[].bmi,follow_ups[].other_clinical_attributes[].height,follow_ups[].other_clinical_attributes[].timepoint_category,follow_ups[].other_clinical_attributes[].weight,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
