consent_type,demographic.ethnicity,demographic.gender,demographic.race,demographic.sex_at_birth,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].laterality,diagnoses[].morphology,diagnoses[].primary_diagnosis,diagnoses[].prior_malignancy,diagnoses[].prior_treatment,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].treatment_intent_type,diagnoses[].treatments[].treatment_type,diagnoses[].tumor_grade,follow_ups[].disease_response,follow_ups[].molecular_tests[].laboratory_test,follow_ups[].molecular_tests[].test_result,follow_ups[].timepoint_category
,,,,,,,,,,,,,,,,,,,,,,
