demographic.country_of_residence_at_enrollment,demographic.race,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].laterality,diagnoses[].metastasis_at_diagnosis,diagnoses[].method_of_diagnosis,diagnoses[].morphology,diagnoses[].pathology_details[].lymph_nodes_positive,diagnoses[].pathology_details[].lymph_nodes_tested,diagnoses[].primary_diagnosis,diagnoses[].prior_treatment,diagnoses[].sites_of_involvement,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].clinical_trial_indicator,diagnoses[].treatments[].initial_disease_status,diagnoses[].treatments[].margin_status,diagnoses[].treatments[].number_of_fractions,diagnoses[].treatments[].prescribed_dose,diagnoses[].treatments[].prescribed_dose_units,diagnoses[].treatments[].route_of_administration,diagnoses[].treatments[].therapeutic_agents,diagnoses[].treatments[].treatment_anatomic_sites,diagnoses[].treatments[].treatment_dose,diagnoses[].treatments[].treatment_dose_units,diagnoses[].treatments[].treatment_intent_type,diagnoses[].treatments[].treatment_type,follow_ups[].disease_response,follow_ups[].molecular_tests[].gene_symbol,follow_ups[].molecular_tests[].molecular_analysis_method,follow_ups[].molecular_tests[].staining_intensity_value,follow_ups[].molecular_tests[].test_result,follow_ups[].molecular_tests[].test_value_range,follow_ups[].other_clinical_attributes[].menopause_status,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
