demographic.country_of_residence_at_enrollment,demographic.gender,demographic.race,demographic.sex_at_birth,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].diagnosis_is_primary_disease,diagnoses[].icd_10_code,diagnoses[].morphology,diagnoses[].pathology_details[].consistent_pathology_review,diagnoses[].pathology_details[].lymph_nodes_positive,diagnoses[].pathology_details[].lymph_nodes_tested,diagnoses[].primary_diagnosis,diagnoses[].prior_treatment,diagnoses[].residual_disease,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].therapeutic_agents,diagnoses[].treatments[].treatment_anatomic_sites,diagnoses[].treatments[].treatment_type,diagnoses[].tumor_grade,follow_ups[].disease_response,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,
