demographic_race_template,demographic_age_at_index_template,demographic_sex_at_birth_template,diagnoses_morphology_template,diagnoses_prior_malignancy_template,diagnoses_site_of_resection_or_biopsy_template,derived_radiation_therapy_template,derived_pharmaceutical_therapy_template
Race is {}.,The patient is {} years old at index.,Sex at birth is {}.,Tumor morphology is {}.,Prior malignancy is {}.,Site of resection or biopsy is {}.,Radiation therapy is {}.,Pharmaceutical therapy is {}.
